day,energy_sum,NoOfHouse,avg_energy,temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,IsBankHoliday
2012-09-01,39422.48899999984,4746,8.306466287399882,18.35,247,13.66,0.56,3.11,1024.58,18.37,12.07,0.87,15.69,18.37,3.0,15.69,12.57,18.35,12.57,0.57,1
2012-09-02,42591.46699799989,4729,9.006442587862104,24.34,291,13.16,0.5,1.15,1025.68,24.34,10.48,0.72,13.71,24.34,3.0,13.71,15.69,24.34,15.69,0.6,1
2012-09-03,39783.885997000005,4752,8.37202988152357,24.79,299,14.14,0.42,1.9,1023.55,24.79,11.41,0.77,12.07,24.79,3.0,12.07,13.71,24.79,13.71,0.63,0
2012-09-04,39495.5489995,4730,8.350010359302326,19.97,5,7.83,0.27,3.26,1026.74,19.97,12.5,0.6,8.67,19.97,3.0,8.67,12.07,19.97,12.07,0.66,1
2012-09-05,38821.740000499936,4751,8.171277625868225,20.76,233,8.34,0.46,1.88,1028.3,20.76,12.41,0.67,11.46,20.76,3.0,11.46,8.67,20.76,8.67,0.69,0
2012-09-06,38230.991000500006,4732,8.079245773562977,25.76,249,9.58,0.18,2.97,1024.47,25.76,11.75,0.63,10.41,25.76,3.0,10.41,11.46,25.76,11.46,0.72,0
2012-09-07,38211.29299989995,4754,8.037714135443826,27.12,215,9.27,0.14,1.39,1020.6,27.12,12.36,0.62,11.32,27.12,4.0,11.32,10.41,27.12,10.41,0.75,0
2012-09-08,39044.22899640011,4737,8.242395819379377,27.78,202,10.83,0.22,2.97,1011.85,27.78,12.2,0.67,16.93,27.78,3.0,16.93,11.32,27.78,11.32,0.78,1
2012-09-09,40012.43300030001,4664,8.578995068674958,20.21,216,14.19,0.59,5.69,1010.15,20.21,12.65,0.78,14.77,20.21,3.0,14.77,16.93,20.21,16.93,0.81,1
2012-09-10,40466.88899989998,4753,8.51396780978329,17.82,261,8.07,0.37,4.84,1012.33,17.82,13.18,0.62,6.77,17.82,3.0,8.24,11.73,17.82,11.73,0.84,0
2012-09-11,38959.70299520005,4720,8.254174363389842,17.92,254,7.95,0.34,3.93,1014.64,17.92,13.16,0.72,7.17,17.92,3.0,8.62,8.24,17.92,6.77,0.87,0
2012-09-12,39466.278996499896,4760,8.291235083298297,17.64,274,7.18,0.37,2.92,1018.75,17.64,12.96,0.68,13.61,17.64,3.0,13.61,8.62,17.64,7.17,0.9,0
2012-09-13,39282.43700020014,4767,8.240494440990169,20.69,266,10.23,0.56,5.42,1013.51,20.69,13.31,0.68,8.97,20.69,3.0,9.69,13.61,20.69,13.61,0.94,0
2012-09-14,39623.82099839993,4773,8.301659542928961,21.12,247,9.53,0.22,2.87,1017.25,21.12,12.92,0.7,12.98,21.12,3.0,12.98,9.69,21.12,8.97,0.97,0
2012-09-15,40286.64100080005,4793,8.405307949259347,18.31,232,11.04,0.66,3.88,1013.26,18.31,12.55,0.76,13.29,18.31,2.0,13.29,12.98,18.31,12.98,0.02,1
2012-09-16,43261.11400280002,4794,9.024012099040473,18.72,243,10.06,0.55,4.04,1012.36,18.72,13.07,0.71,11.43,18.72,3.0,11.43,13.29,18.72,13.29,0.05,1
2012-09-17,41086.14900140005,4792,8.573904215651096,17.19,273,6.77,0.28,4.39,1013.39,17.19,13.02,0.64,5.17,17.19,3.0,7.35,10.97,17.19,10.97,0.08,0
2012-09-18,40997.827999699955,4822,8.502245541206959,16.3,275,4.66,0.27,3.65,1021.81,16.3,12.99,0.63,8.07,16.3,3.0,9.07,7.35,16.3,5.17,0.12,0
2012-09-19,41282.514004599856,4825,8.555961451730541,17.38,226,7.24,0.45,3.17,1020.9,17.38,13.0,0.7,10.34,17.38,2.0,10.34,9.07,17.38,8.07,0.16,0
2012-09-20,41323.07600409992,4793,8.621547257271004,16.32,268,8.68,0.43,1.47,1015.46,16.32,12.54,0.76,5.43,16.32,2.0,6.59,10.34,16.32,10.34,0.2,0
2012-09-21,42699.121999800125,4850,8.80394268037116,15.62,31,5.38,0.28,1.98,1019.37,15.62,12.97,0.69,7.69,15.62,2.0,8.85,6.59,15.62,5.43,0.23,0
2012-09-22,43890.357998399944,4874,9.00499753762822,12.31,87,8.42,0.48,4.46,1009.6,12.31,10.62,0.86,10.96,12.31,2.0,10.96,8.85,12.31,7.69,0.27,1
2012-09-23,51118.74299710004,4873,10.49019967106506,15.2,212,11.14,0.66,2.53,989.47,15.2,8.1,0.88,7.49,15.2,2.0,9.74,11.51,15.2,11.51,0.31,1
2012-09-24,46977.71499800005,4873,9.640409398317267,15.47,203,8.56,0.28,4.92,988.79,15.47,13.13,0.78,10.07,15.47,2.0,10.07,9.74,15.47,7.49,0.34,0
2012-09-25,45198.38200380006,4905,9.214756779571879,15.14,169,10.23,0.39,2.57,992.07,15.14,12.44,0.88,10.57,15.14,2.0,10.57,10.07,15.14,10.07,0.38,0
2012-09-26,45877.531000400035,4911,9.341790063205057,16.61,301,9.5,0.48,2.17,1006.39,16.61,11.41,0.82,7.44,16.61,2.0,9.03,10.57,16.61,10.57,0.41,0
2012-09-27,45873.04700330011,4943,9.280406029395127,17.07,227,9.78,0.39,4.08,1012.91,17.07,12.84,0.85,6.9,17.07,2.0,8.74,9.03,17.07,7.44,0.45,0
2012-09-28,45734.941998699986,4952,9.23565064594103,15.83,270,6.81,0.17,3.36,1017.85,15.83,13.21,0.75,4.87,15.83,2.0,6.42,8.71,15.83,6.9,0.48,0
2012-09-29,46740.2179995002,4976,9.393130626909205,16.46,221,8.66,0.48,4.6,1019.0,16.46,13.15,0.81,13.66,16.46,2.0,13.66,6.42,16.46,4.87,0.52,1
2012-09-30,50586.923000000344,4986,10.145792819895776,16.24,217,12.43,0.61,4.57,1012.11,16.24,11.43,0.89,10.87,16.24,2.0,10.87,12.37,16.24,12.37,0.55,1
2012-10-01,48023.230002000004,4995,9.61426026066066,16.44,211,10.9,0.39,5.09,1010.12,16.44,12.55,0.85,11.06,16.44,2.0,11.06,10.87,16.44,10.87,0.58,0
2012-10-02,47269.71999529996,5020,9.416278883525887,14.34,230,8.97,0.36,4.65,1005.61,14.34,12.99,0.8,5.02,14.34,2.0,7.19,9.35,14.34,7.78,0.61,0
2012-10-03,47573.51700509982,5053,9.414905403740317,14.99,235,7.55,0.28,3.65,1008.02,14.99,12.79,0.79,10.98,14.99,2.0,10.98,7.19,14.99,5.02,0.63,0
2012-10-04,47523.533007000005,5072,9.369781744282335,15.6,244,10.05,0.61,3.0,1006.96,15.49,10.11,0.86,5.86,15.65,2.0,7.61,9.16,15.49,8.34,0.66,0
2012-10-05,48673.81500389999,5087,9.568275015510121,14.89,6,7.3,0.4,1.75,1012.51,14.89,11.06,0.83,5.17,14.89,2.0,5.27,7.61,14.89,5.86,0.69,0
2012-10-06,48782.45200479999,5094,9.576453082999606,13.64,337,7.43,0.25,0.4,1021.29,13.64,9.98,0.87,8.79,13.64,2.0,9.49,5.27,13.64,5.17,0.73,1
2012-10-07,52167.68599939984,5104,10.220941614302475,12.22,88,10.23,0.61,2.49,1015.27,12.22,7.84,0.92,7.73,12.22,1.0,9.07,9.51,12.22,8.84,0.76,1
2012-10-08,51913.51300589994,5109,10.161188687786249,14.23,57,8.4,0.58,2.66,1015.96,14.23,10.12,0.82,6.21,14.23,2.0,7.04,9.07,14.23,7.73,0.79,0
2012-10-09,49740.33899599969,5144,9.669583786158572,14.13,93,6.21,0.56,2.16,1015.24,14.13,13.21,0.74,7.37,14.13,2.0,9.15,7.04,14.13,6.21,0.82,0
2012-10-10,49848.77200519999,5167,9.647526999264562,14.88,119,10.58,0.71,3.2,1004.43,14.92,8.69,0.89,10.37,14.99,1.0,10.37,9.15,14.88,7.37,0.85,0
2012-10-11,51964.68199780005,5183,10.025985336253145,14.72,250,7.08,0.48,5.42,1005.33,13.99,13.07,0.75,6.47,14.73,2.0,6.47,8.51,13.99,7.12,0.89,0
2012-10-12,50247.40099660014,5215,9.635167976337515,11.53,252,6.15,0.29,2.18,1004.92,11.53,12.94,0.84,1.64,11.53,2.0,2.81,6.41,11.53,4.01,0.92,0
2012-10-13,53088.20800110016,5253,10.106264610908083,12.32,300,4.1,0.2,2.36,1002.5,12.32,11.86,0.8,2.83,12.32,2.0,4.09,2.81,12.32,1.64,0.96,1
2012-10-14,56481.09299739999,5254,10.750112865892651,13.03,220,6.39,0.31,2.97,1002.67,13.03,12.17,0.84,7.15,13.03,1.0,9.81,4.09,13.03,2.83,0.99,1
2012-10-15,53584.13300240012,5242,10.222078024112957,14.74,226,6.91,0.39,5.37,1000.8,14.74,12.59,0.74,7.41,14.74,1.0,8.8,9.06,14.74,7.15,0.03,0
2012-10-16,50285.16600319992,5054,9.949577760823095,16.6,178,9.87,0.42,4.66,998.22,16.6,12.2,0.82,12.15,16.6,1.0,12.15,8.8,16.6,7.41,0.07,0
2012-10-17,51305.171997600155,5240,9.79106335832064,16.04,181,11.2,0.44,4.18,1001.82,16.04,13.23,0.85,11.98,16.04,1.0,11.98,12.15,16.04,12.15,0.11,0
2012-10-18,46948.82699939996,4905,9.571626299571857,13.21,88,11.64,0.66,0.51,1007.63,13.01,8.42,0.95,8.9,13.21,1.0,9.57,11.98,13.01,11.98,0.15,0
2012-10-19,54245.943004700086,5337,10.164126476428722,14.01,233,10.16,0.61,0.86,1015.85,14.01,8.01,0.91,10.19,14.01,1.0,10.19,9.57,14.01,8.9,0.18,0
2012-10-20,54504.33900259991,5371,10.147894061180397,12.41,41,10.32,0.69,3.37,1018.09,12.41,9.22,0.94,11.6,12.41,1.0,11.6,10.19,12.41,10.19,0.22,1
2012-10-21,58861.52999780003,5374,10.953020096352816,14.73,51,13.32,0.9,2.57,1019.88,14.79,1.48,0.98,12.51,14.79,1.0,12.51,12.02,14.73,12.02,0.26,1
2012-10-22,55010.20800369988,5371,10.242079315527812,14.05,14,12.61,0.88,2.3,1023.66,13.51,1.82,0.96,13.08,14.05,1.0,13.08,12.46,13.51,12.46,0.29,0
2012-10-23,54515.55199920007,5402,10.091734912847107,16.18,56,12.82,0.74,3.45,1019.7,16.18,2.45,0.92,12.94,16.18,1.0,12.94,13.08,16.18,13.08,0.33,0
2012-10-24,53181.985998700016,5425,9.803131059668205,13.61,59,10.89,0.81,5.16,1016.51,13.28,7.9,0.91,5.61,13.61,1.0,8.5,10.09,13.28,10.09,0.36,0
2012-10-25,54412.93199650005,5398,10.080202296498712,10.11,32,4.64,0.7,5.19,1012.84,6.19,12.33,0.79,-2.56,10.11,1.0,2.49,4.19,8.96,-0.37,0.4,0
2012-10-26,58502.37899719999,5477,10.681464122183675,7.68,347,1.48,0.39,5.79,1015.91,3.78,13.07,0.79,-0.94,3.78,1.0,1.43,2.49,7.68,-2.56,0.43,0
2012-10-27,62182.342001299956,5504,11.297663881050138,9.17,234,3.96,0.42,3.13,1015.62,6.89,12.68,0.88,5.25,6.89,1.0,7.66,1.43,9.17,-0.94,0.46,1
2012-10-29,60268.12699299995,5468,11.021969091623985,12.4,238,7.73,0.45,2.95,1008.71,12.4,12.49,0.89,3.44,12.4,1.0,5.57,7.66,12.4,5.47,0.49,0
2012-10-30,59182.75900189991,5468,10.823474579718345,10.92,259,5.0,0.45,2.37,1004.48,10.92,11.25,0.84,4.43,10.92,1.0,6.45,5.57,10.92,3.44,0.52,0
2012-10-31,59392.62399600007,5490,10.818328596721324,12.36,185,6.24,0.49,5.32,989.93,12.36,12.99,0.79,4.38,12.36,1.0,6.85,6.45,12.36,4.43,0.55,0
2012-11-01,58759.76499480016,5431,10.819327010642638,11.46,225,5.06,0.44,4.07,979.63,6.6,12.54,0.85,0.85,11.46,1.0,4.2,4.2,9.42,0.85,0.58,0
2012-11-02,60098.346000200065,5451,11.025196477747214,9.78,229,2.96,0.23,4.31,991.25,6.88,12.96,0.77,1.56,6.88,1.0,3.22,4.61,9.78,1.81,0.61,0
2012-11-03,62554.51599240011,5483,11.408811962867064,9.45,226,2.79,0.25,3.16,996.52,6.47,12.71,0.79,1.33,6.47,1.0,2.96,3.22,9.45,1.56,0.64,1
2012-11-04,69486.45299909977,5501,12.631603890038132,8.67,229,3.97,0.59,0.59,994.21,7.03,9.99,0.92,2.83,7.03,1.0,2.94,2.96,8.67,1.18,0.67,1
2012-11-05,62747.95000509978,5505,11.39835604089006,9.19,338,3.37,0.41,2.09,1006.26,7.08,9.08,0.83,-1.72,7.08,1.0,0.92,2.94,9.19,2.62,0.7,0
2012-11-06,63569.762998200036,5508,11.541351306862751,9.67,257,3.89,0.33,3.58,1020.29,7.17,10.41,0.87,2.35,7.17,1.0,4.97,0.92,9.67,-1.72,0.74,0
2012-11-07,61916.30499539997,5504,11.249328669222379,9.93,247,5.79,0.47,4.2,1024.32,7.64,12.67,0.86,5.13,7.64,1.0,7.81,4.97,9.93,2.35,0.77,0
2012-11-08,60272.72400529999,5491,10.976638864560188,12.34,245,6.19,0.64,3.72,1019.18,12.34,13.36,0.78,6.7,12.34,1.0,8.13,7.81,12.34,5.13,0.8,0
2012-11-09,60145.9459959001,5491,10.953550536496103,11.27,195,6.21,0.7,3.17,1010.05,11.27,13.37,0.8,7.16,11.27,1.0,8.8,8.13,11.27,6.7,0.84,0
2012-11-10,62924.05100159998,5517,11.40548323393148,10.31,220,7.38,0.49,2.38,997.84,8.79,11.78,0.91,0.46,10.31,1.0,2.1,5.2,9.78,3.38,0.87,1
2012-11-11,66442.42499109996,5523,12.030133078236458,9.87,247,3.49,0.22,1.98,1011.6,8.39,10.32,0.88,3.28,8.39,1.0,4.52,2.1,9.87,0.46,0.91,1
2012-11-12,62713.1049980002,5496,11.410681404294069,12.18,204,7.51,0.5,3.06,1020.98,12.06,10.04,0.92,10.06,12.18,1.0,10.06,4.52,12.06,3.72,0.95,0
2012-11-13,59081.24799950002,5519,10.705063960771882,14.66,203,10.34,0.54,3.23,1026.29,14.66,11.49,0.88,10.47,14.66,1.0,10.47,10.06,14.66,10.06,0.98,0
2012-11-14,58936.08698030004,5509,10.698146120947547,12.62,113,8.13,0.55,1.86,1026.48,12.62,9.21,0.86,6.64,12.62,1.0,6.64,7.33,12.62,7.08,0.02,0
2012-11-15,60293.53698540009,5514,10.934627672361279,9.07,101,5.96,0.71,0.62,1022.69,9.07,4.06,0.92,4.89,9.07,1.0,5.91,6.45,9.07,5.43,0.06,0
2012-11-16,61890.43399959998,5492,11.269197742097594,9.19,139,6.3,0.9,2.0,1014.76,7.24,3.48,0.92,7.13,7.75,1.0,8.94,5.91,9.11,4.89,0.1,0
2012-11-17,63324.75300000014,5510,11.492695644283147,12.44,243,8.66,0.65,1.69,1007.72,12.44,9.32,0.88,2.07,12.44,1.0,2.07,8.18,12.44,7.04,0.13,1
2012-11-18,66784.68299830002,5525,12.087725429556565,9.42,236,2.5,0.3,0.72,1014.66,9.42,12.57,0.82,1.42,9.42,1.0,3.42,2.07,9.42,2.07,0.17,1
2012-11-19,62938.812995499866,5518,11.406091517850646,11.23,179,5.32,0.5,4.13,1011.21,11.23,12.38,0.82,10.79,11.23,1.0,10.79,3.49,11.23,1.42,0.21,0
2012-11-20,61337.53499660011,5517,11.117914626898697,13.46,182,10.63,0.76,5.74,1008.74,13.46,10.81,0.9,7.23,13.46,1.0,9.73,10.88,13.46,10.88,0.24,0
2012-11-21,62319.888999500145,5503,11.324711793476311,11.87,197,7.8,0.45,2.82,1007.68,10.8,10.65,0.91,3.68,11.87,1.0,6.06,6.06,10.8,3.42,0.28,0
2012-11-22,60745.075006999774,5514,11.01651704878487,13.09,191,7.94,0.54,7.58,1011.36,13.09,12.73,0.81,3.97,13.09,1.0,6.02,6.56,13.09,4.09,0.31,0
2012-11-23,60479.80200309995,5493,11.010340797942826,10.7,212,6.02,0.38,2.71,1011.69,10.7,11.46,0.89,2.99,10.7,1.0,3.64,5.12,10.7,3.97,0.34,0
2012-11-24,66812.56700669999,5518,12.108112904440013,9.91,104,6.52,0.58,3.43,1010.19,6.44,5.7,0.97,2.87,7.11,1.0,7.46,3.64,9.36,2.99,0.38,1
2012-11-25,66501.07400669991,5460,12.179683884010974,12.54,225,6.88,0.54,6.54,1001.79,10.92,12.36,0.81,6.04,12.54,1.0,7.68,7.46,10.92,2.87,0.41,1
2012-11-26,63061.63699950002,5469,11.530743645913333,10.69,208,7.1,0.64,1.29,998.27,9.52,11.31,0.91,5.0,10.69,1.0,7.17,7.17,9.52,5.0,0.44,0
2012-11-27,63349.12899589984,5442,11.640780778371893,8.47,346,5.98,0.72,3.98,1003.65,6.07,9.69,0.9,2.49,6.07,1.0,5.84,6.42,8.47,3.08,0.47,0
2012-11-28,65904.78099570003,5500,11.982687453763642,6.89,342,3.31,0.65,5.17,1012.91,3.34,13.2,0.83,-1.39,3.34,1.0,2.23,3.45,6.89,-0.33,0.5,0
2012-11-29,66583.74500380017,5521,12.060087847092948,5.84,320,0.73,0.36,3.2,1012.58,3.18,12.92,0.83,-2.51,3.18,1.0,-0.89,1.63,5.84,-1.39,0.53,0
2012-11-30,67908.03599820017,5516,12.311101522516347,4.37,278,-0.24,0.25,1.55,1011.91,2.52,10.01,0.88,-4.31,2.52,1.0,-1.35,-0.89,4.37,-2.57,0.56,0
2012-12-01,72511.6369973,5522,13.13140836604491,5.73,274,-0.17,0.31,2.68,1014.56,2.61,8.92,0.88,-4.97,2.61,1.0,-1.55,-1.35,5.73,-4.31,0.59,1
2012-12-02,75731.9520069998,5521,13.717071546277811,4.76,263,-1.13,0.31,2.1,1016.35,2.71,12.81,0.84,0.09,2.71,1.0,1.77,-1.55,4.76,-4.97,0.62,1
2012-12-03,67512.75200300025,5436,12.419564386129553,10.22,248,4.75,0.58,3.55,1007.42,10.22,10.67,0.87,-2.14,10.22,1.0,2.33,2.94,10.22,0.57,0.65,0
2012-12-04,67746.10099580031,5520,12.272844383297159,7.73,266,1.43,0.21,4.36,1003.4,4.36,12.89,0.82,-1.96,4.36,1.0,-0.77,1.21,7.73,-2.14,0.68,0
2012-12-05,69291.89299610005,5429,12.763288450193416,3.89,311,-0.69,0.39,3.05,1008.05,-0.07,11.14,0.84,-5.79,-0.07,1.0,-2.82,-0.77,3.89,-2.82,0.71,0
2012-12-06,71559.5290089002,5514,12.97778908394998,4.84,212,-1.32,0.43,3.07,1013.58,0.03,12.55,0.84,-1.81,0.37,1.0,2.99,-2.82,4.13,-5.79,0.75,0
2012-12-07,70676.68100159988,5522,12.799109199855103,6.33,299,1.59,0.56,5.63,1001.72,2.12,12.84,0.8,1.16,2.12,1.0,3.9,2.97,6.33,-2.07,0.78,0
2012-12-08,70604.94199529993,5521,12.788433616247044,6.46,299,1.79,0.52,2.14,1023.19,4.69,12.39,0.83,0.01,4.69,1.0,3.17,3.17,6.46,0.01,0.82,1
2012-12-09,73618.57000299993,5493,13.402251957582365,8.66,271,3.43,0.53,5.44,1018.89,5.37,13.33,0.8,-0.58,5.37,1.0,3.21,3.86,8.66,0.49,0.86,1
2012-12-10,69175.25098779993,5521,12.529478534287254,5.59,326,0.61,0.27,3.93,1022.18,2.23,13.18,0.79,-2.17,2.23,1.0,-0.23,1.55,5.59,-1.04,0.89,0
2012-12-11,64842.44899369992,5074,12.779355339712243,2.7,326,-1.19,0.29,1.67,1029.42,1.26,6.18,0.89,-3.83,1.26,1.0,-3.83,-2.49,2.7,-2.49,0.93,0
2012-12-12,66929.71400750008,5035,13.292892553624643,1.8,155,-2.29,0.45,0.73,1020.51,1.8,6.49,0.91,-3.72,1.8,1.0,-1.35,-3.83,1.8,-3.83,0.97,0
2012-12-13,73340.8690044998,5512,13.30567289631709,1.58,78,-1.81,0.6,2.09,1005.66,-1.1,6.78,0.87,-2.88,-1.1,1.0,0.82,-1.35,1.58,-3.72,0.01,0
2012-12-14,72237.59400170007,5520,13.086520652481896,10.34,168,5.46,0.71,4.22,985.82,10.34,7.45,0.92,4.48,10.34,0.0,7.54,1.93,10.34,-0.92,0.05,0
2012-12-15,68643.37300059998,5512,12.453442126378807,11.17,211,6.32,0.39,4.93,991.49,11.17,13.15,0.86,3.01,11.17,1.0,5.32,6.91,11.17,4.32,0.08,1
2012-12-16,69938.2739968001,5503,12.709117571651843,9.82,207,5.42,0.39,3.07,999.72,7.78,12.86,0.89,3.08,7.78,1.0,5.62,5.32,9.82,3.01,0.12,1
2012-12-17,65932.22999890013,5514,11.957241566721098,9.1,230,4.71,0.32,3.79,1001.69,6.39,12.71,0.86,2.47,6.39,1.0,5.04,5.62,9.1,3.08,0.15,0
2012-12-18,64234.12999839999,5480,11.721556569051094,7.96,291,4.36,0.62,2.17,1014.41,7.12,11.65,0.86,0.96,7.12,0.0,3.07,4.66,7.96,2.47,0.19,0
2012-12-19,68398.53198980022,5511,12.411274177064094,7.44,119,4.27,0.52,4.02,1016.68,4.49,7.87,0.92,2.59,4.49,1.0,6.44,3.07,7.44,0.96,0.22,0
2012-12-20,67403.87799910003,5505,12.244119527538608,9.57,137,7.49,0.76,3.54,1002.52,7.93,8.96,0.96,4.47,7.93,0.0,6.75,6.53,9.57,2.82,0.26,0
2012-12-21,64298.42800020002,5454,11.789224055775582,9.69,240,6.22,0.44,3.21,1009.54,7.58,12.15,0.91,4.44,7.58,1.0,6.04,6.3,9.69,4.44,0.29,0
2012-12-22,67166.44699889986,5425,12.380911889198131,13.07,200,9.32,0.67,3.91,1005.25,13.07,10.15,0.96,12.34,13.07,0.0,12.34,6.04,13.07,4.44,0.32,1
2012-12-23,65290.65899899988,5475,11.925234520365276,13.08,231,9.3,0.53,5.51,1003.59,12.56,12.73,0.86,5.49,13.08,1.0,7.57,9.34,12.56,7.75,0.35,1
2012-12-24,65236.44099430001,5385,12.114473722246984,12.3,201,8.28,0.61,4.28,999.12,12.3,10.85,0.91,4.44,12.3,1.0,7.25,7.57,12.3,5.49,0.38,0
2012-12-25,68559.20300130012,5471,12.531384207877924,9.14,225,6.27,0.56,4.39,995.66,6.05,13.07,0.89,1.34,6.49,1.0,4.83,6.46,9.14,3.86,0.41,1
2012-12-26,64148.87599859998,5493,11.67829528465319,10.18,230,5.73,0.39,5.05,1004.15,10.18,12.94,0.88,3.74,10.18,1.0,6.42,4.83,10.18,1.34,0.44,1
2012-12-27,65207.783998299994,5497,11.862431143951245,7.97,258,4.81,0.51,4.09,1005.46,5.36,12.46,0.84,3.99,5.36,1.0,5.45,6.42,7.97,3.64,0.47,0
2012-12-28,64628.97100509988,5488,11.776415999471553,12.34,207,7.73,0.7,4.78,1016.76,12.28,11.46,0.89,11.46,12.34,0.0,11.46,5.45,12.28,3.99,0.51,0
2012-12-29,63839.86499360014,5465,11.681585543202221,11.97,204,7.41,0.59,7.6,1004.18,11.48,12.5,0.83,1.25,11.97,0.0,5.44,7.28,11.48,3.69,0.53,1
2012-12-30,65145.27599249994,5466,11.918272226948398,10.9,231,3.9,0.37,6.82,1009.95,6.47,13.2,0.77,0.91,10.9,1.0,4.22,5.44,9.51,1.25,0.56,1
2012-12-31,65552.07899590017,5504,11.909898073383026,9.24,264,3.28,0.38,4.55,1007.65,4.24,13.15,0.81,0.23,6.97,1.0,3.31,4.22,7.49,0.88,0.6,0
2013-01-01,65165.816001099876,5500,11.84833018201816,7.49,257,2.4,0.43,4.0,1016.89,2.34,13.15,0.82,1.68,4.38,1.0,4.42,3.31,5.76,0.23,0.63,1
2013-01-02,66143.3179997001,5504,12.017317950526907,10.82,242,5.41,0.61,3.72,1023.12,7.52,11.35,0.91,7.07,10.82,1.0,9.65,3.31,9.86,0.23,0.66,0
2013-01-03,62720.59299729996,5501,11.401671150209046,11.41,255,9.12,0.66,4.36,1032.61,11.41,11.89,0.91,7.08,11.41,1.0,9.55,9.65,11.41,7.07,0.7,0
2013-01-04,62707.93999780019,5484,11.434708241757875,10.79,266,7.31,0.83,4.28,1037.15,10.17,12.34,0.85,5.7,10.79,1.0,8.07,8.17,10.17,5.7,0.73,1
2013-01-05,64377.90399670001,5495,11.715724112229301,10.66,251,7.82,0.72,3.15,1035.16,10.66,9.58,0.92,5.08,10.66,1.0,6.91,7.84,10.66,5.76,0.77,1
2013-01-06,67848.02599730014,5461,12.42410291106027,8.61,232,7.0,0.67,2.23,1032.19,6.98,5.5,0.96,5.24,6.98,1.0,7.1,6.91,7.97,5.08,0.8,1
2013-01-07,64036.51300039996,5490,11.664210018287788,9.08,206,6.78,0.84,3.27,1026.88,6.36,9.7,0.92,6.03,7.31,1.0,8.19,7.1,8.56,5.24,0.84,0
2013-01-08,61826.895000600045,5501,11.239210143719331,11.23,218,7.77,0.76,3.71,1024.17,11.23,11.73,0.87,6.48,11.23,1.0,8.46,9.02,11.23,6.9,0.88,0
2013-01-09,61591.878000900106,5433,11.336623964826082,9.21,329,5.61,0.52,0.93,1021.19,7.33,8.64,0.9,1.16,9.13,1.0,1.16,1.77,8.93,1.77,0.92,0
2013-01-10,66205.45099760008,5482,12.076879058299905,3.43,307,1.46,0.7,1.55,1015.8,2.36,5.21,0.94,-1.42,2.36,1.0,0.89,1.16,3.43,-0.48,0.95,0
2013-01-11,65997.78400139969,5456,12.096368035447158,5.7,281,1.68,0.52,0.4,1017.62,5.7,5.7,0.93,-1.29,5.7,1.0,1.37,0.89,5.7,-1.42,0.99,0
2013-01-12,71682.4479982999,5492,13.052157319428241,4.53,90,0.79,0.57,4.76,1012.97,0.07,10.03,0.83,-1.5,0.07,1.0,2.12,1.75,4.53,-1.06,0.03,1
2013-01-13,75085.08299579994,5493,13.66923047438557,3.48,23,-1.76,0.6,3.13,1018.81,-0.62,12.46,0.74,-3.14,-0.09,1.0,-0.41,1.04,2.88,-2.16,0.07,1
2013-01-14,71514.78399570017,5410,13.218998890147907,2.94,251,-0.61,0.59,2.08,1011.47,-0.93,9.66,0.88,-3.16,0.94,1.0,1.23,-0.41,2.62,-3.4,0.1,0
2013-01-15,70969.66500339967,5477,12.957762461822105,2.38,327,-0.89,0.58,3.28,1008.99,0.89,11.41,0.85,-4.53,0.89,1.0,-2.18,-0.83,2.29,-3.16,0.14,0
2013-01-16,72020.82898910016,5478,13.147285321120876,-0.06,27,-2.6,0.48,0.93,1013.33,-0.15,4.12,0.91,-3.86,-0.15,1.0,-3.86,-2.32,-0.06,-4.7,0.17,0
2013-01-17,73020.43899690009,5495,13.288523930282091,2.88,111,-2.88,0.31,1.01,1017.44,2.88,9.64,0.83,-7.28,2.88,1.0,-1.44,-3.86,2.88,-3.86,0.2,0
2013-01-18,75962.24100329987,5372,14.140402271649268,1.33,112,-2.88,0.67,5.2,1004.05,-6.09,6.41,0.85,-6.13,-2.04,1.0,-0.81,-1.93,-0.81,-7.8,0.23,0
2013-01-19,80851.53599759958,5498,14.705626772935537,0.85,57,-1.83,0.84,4.16,997.28,-2.56,7.53,0.86,-5.88,-2.56,1.0,-0.93,-0.65,0.85,-5.37,0.26,1
2013-01-20,82378.63400240018,5478,15.03808579817455,0.08,18,-1.87,0.85,3.18,994.89,-3.07,5.1,0.91,-3.32,-0.46,1.0,-0.86,-1.45,-0.21,-5.88,0.3,1
2013-01-21,74943.22799190012,5493,13.643405787711654,1.17,196,-1.86,0.68,1.22,994.61,1.08,8.14,0.9,-5.09,1.08,1.0,-3.73,-1.98,1.17,-4.23,0.33,0
2013-01-22,74214.06999939984,5474,13.557557544647395,2.82,85,-1.46,0.53,3.44,1001.55,-1.43,6.31,0.88,-2.53,-1.43,1.0,1.38,-3.73,2.82,-5.09,0.36,0
2013-01-23,73121.13799290027,5481,13.340838896715978,2.82,76,-0.68,0.75,4.23,1007.72,-1.4,7.69,0.82,-2.49,-1.4,1.0,1.22,1.38,2.29,-2.47,0.39,0
